Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
65635,12/4/2019,Shopping União de Osasco,Camisa Estampa,1,R$ 113.00,R$ 113.00
65636,12/4/2019,Shopping Vila Velha,Tênis,1,R$ 250.00,R$ 250.00
65636,12/4/2019,Shopping Vila Velha,Camisa Linho,2,R$ 141.00,R$ 282.00
65637,12/4/2019,Ribeirão Shopping,Polo Linho,2,R$ 176.00,R$ 352.00
65637,12/4/2019,Ribeirão Shopping,Casaco Xadrez,1,R$ 259.00,R$ 259.00
65638,12/4/2019,Salvador Shopping,Casaco,2,R$ 250.00,R$ 500.00
65638,12/4/2019,Salvador Shopping,Relógio Listrado,3,R$ 218.00,R$ 654.00
65638,12/4/2019,Salvador Shopping,Short Linho,2,R$ 133.00,R$ 266.00
65638,12/4/2019,Salvador Shopping,Pulseira Linho,1,R$ 114.00,R$ 114.00
65638,12/4/2019,Salvador Shopping,Casaco Listrado,3,R$ 269.00,R$ 807.00
65640,12/4/2019,Shopping Midway Mall,Camisa Gola V Linho,1,R$ 145.00,R$ 145.00
65640,12/4/2019,Shopping Midway Mall,Terno,2,R$ 700.00,"R$ 1,400.00"
65641,12/4/2019,Shopping Ibirapuera,Tênis Linho,3,R$ 294.00,R$ 882.00
65642,12/4/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Xadrez,1,R$ 107.00,R$ 107.00
65643,12/4/2019,Shopping Iguatemi Fortaleza,Pulseira Xadrez,4,R$ 87.00,R$ 348.00
65645,12/4/2019,Passei das Águas Shopping,Casaco Xadrez,1,R$ 259.00,R$ 259.00
65646,12/4/2019,Iguatemi Campinas,Calça Listrado,1,R$ 181.00,R$ 181.00
65647,12/4/2019,Shopping Vila Velha,Bermuda,2,R$ 150.00,R$ 300.00
65647,12/4/2019,Shopping Vila Velha,Camisa Gola V Xadrez,2,R$ 107.00,R$ 214.00
65647,12/4/2019,Shopping Vila Velha,Casaco Liso,2,R$ 255.00,R$ 510.00
65647,12/4/2019,Shopping Vila Velha,Pulseira,1,R$ 70.00,R$ 70.00
65648,12/4/2019,Shopping Morumbi,Camisa Gola V Linho,3,R$ 145.00,R$ 435.00
65649,12/4/2019,Shopping Recife,Camiseta Xadrez,4,R$ 200.00,R$ 800.00
65650,12/4/2019,Shopping Center Interlagos,Cueca,1,R$ 50.00,R$ 50.00
65651,12/4/2019,Bourbon Shopping SP,Mochila Xadrez,2,R$ 283.00,R$ 566.00
65651,12/4/2019,Bourbon Shopping SP,Cueca Liso,3,R$ 69.00,R$ 207.00
65652,12/4/2019,Shopping União de Osasco,Sapato Liso,1,R$ 368.00,R$ 368.00
65653,12/4/2019,Shopping Barra,Calça Linho,2,R$ 211.00,R$ 422.00
65654,12/4/2019,Shopping Barra,Terno Liso,2,R$ 720.00,"R$ 1,440.00"
65655,12/4/2019,Shopping Midway Mall,Sunga,3,R$ 100.00,R$ 300.00
65655,12/4/2019,Shopping Midway Mall,Relógio,1,R$ 200.00,R$ 200.00
65656,12/4/2019,Shopping Eldorado,Chinelo Listrado,1,R$ 73.00,R$ 73.00
65656,12/4/2019,Shopping Eldorado,Calça Listrado,2,R$ 181.00,R$ 362.00
65657,12/4/2019,Ribeirão Shopping,Mochila Xadrez,1,R$ 283.00,R$ 283.00
65657,12/4/2019,Ribeirão Shopping,Sunga Liso,4,R$ 114.00,R$ 456.00
65658,12/4/2019,Parque Dom Pedro Shopping,Meia Xadrez,2,R$ 41.00,R$ 82.00
65659,12/4/2019,Shopping Center Leste Aricanduva,Gorro Listrado,2,R$ 97.00,R$ 194.00
65659,12/4/2019,Shopping Center Leste Aricanduva,Relógio Liso,2,R$ 216.00,R$ 432.00
65659,12/4/2019,Shopping Center Leste Aricanduva,Sunga Xadrez,1,R$ 116.00,R$ 116.00
65660,12/4/2019,Shopping Eldorado,Camisa Liso,2,R$ 105.00,R$ 210.00
65661,12/4/2019,Shopping Recife,Mochila,1,R$ 270.00,R$ 270.00
65661,12/4/2019,Shopping Recife,Polo Linho,4,R$ 176.00,R$ 704.00
65662,12/4/2019,Rio Mar Shopping Fortaleza,Mochila Linho,1,R$ 311.00,R$ 311.00
65662,12/4/2019,Rio Mar Shopping Fortaleza,Terno Listrado,1,R$ 709.00,R$ 709.00
65664,12/4/2019,Norte Shopping,Camiseta Linho,1,R$ 223.00,R$ 223.00
65665,12/4/2019,Parque Dom Pedro Shopping,Tênis Xadrez,2,R$ 259.00,R$ 518.00
65665,12/4/2019,Parque Dom Pedro Shopping,Polo Xadrez,2,R$ 142.00,R$ 284.00
65667,12/4/2019,Palladium Shopping Curitiba,Chinelo,1,R$ 60.00,R$ 60.00
65668,12/4/2019,Shopping Morumbi,Camisa Gola V Xadrez,1,R$ 107.00,R$ 107.00
65669,12/4/2019,Rio Mar Shopping Fortaleza,Calça Liso,5,R$ 190.00,R$ 950.00
65669,12/4/2019,Rio Mar Shopping Fortaleza,Meia Linho,3,R$ 78.00,R$ 234.00
65669,12/4/2019,Rio Mar Shopping Fortaleza,Sunga Estampa,3,R$ 120.00,R$ 360.00
65670,12/4/2019,Passei das Águas Shopping,Bermuda Liso,1,R$ 157.00,R$ 157.00
65671,12/4/2019,Shopping Midway Mall,Polo Linho,1,R$ 176.00,R$ 176.00
65671,12/4/2019,Shopping Midway Mall,Calça Linho,1,R$ 211.00,R$ 211.00
65673,12/4/2019,Shopping Eldorado,Chinelo Linho,3,R$ 105.00,R$ 315.00
65673,12/4/2019,Shopping Eldorado,Meia Linho,2,R$ 78.00,R$ 156.00
65673,12/4/2019,Shopping Eldorado,Polo Xadrez,1,R$ 142.00,R$ 142.00
65673,12/4/2019,Shopping Eldorado,Sunga Estampa,2,R$ 120.00,R$ 240.00
65674,12/4/2019,Norte Shopping,Calça Xadrez,2,R$ 185.00,R$ 370.00
65675,12/4/2019,Parque Dom Pedro Shopping,Terno,2,R$ 700.00,"R$ 1,400.00"
65676,12/4/2019,Shopping União de Osasco,Tênis Liso,1,R$ 266.00,R$ 266.00
65676,12/4/2019,Shopping União de Osasco,Terno Linho,2,R$ 750.00,"R$ 1,500.00"
65676,12/4/2019,Shopping União de Osasco,Meia,2,R$ 30.00,R$ 60.00
65677,12/4/2019,Iguatemi Campinas,Sapato Linho,1,R$ 391.00,R$ 391.00
65677,12/4/2019,Iguatemi Campinas,Pulseira Xadrez,2,R$ 87.00,R$ 174.00
65678,12/4/2019,Shopping Midway Mall,Terno Linho,3,R$ 750.00,"R$ 2,250.00"
65681,12/4/2019,Rio Mar Shopping Fortaleza,Terno Linho,2,R$ 750.00,"R$ 1,500.00"
65683,12/4/2019,Rio Mar Shopping Fortaleza,Polo,1,R$ 130.00,R$ 130.00
65684,12/4/2019,Passei das Águas Shopping,Casaco Linho,1,R$ 299.00,R$ 299.00
65684,12/4/2019,Passei das Águas Shopping,Camisa Xadrez,1,R$ 105.00,R$ 105.00
65685,12/4/2019,Norte Shopping,Calça Liso,4,R$ 190.00,R$ 760.00
65685,12/4/2019,Norte Shopping,Pulseira Linho,3,R$ 114.00,R$ 342.00
65685,12/4/2019,Norte Shopping,Tênis,1,R$ 250.00,R$ 250.00
65686,12/4/2019,Shopping Center Interlagos,Casaco Estampa,1,R$ 256.00,R$ 256.00
65686,12/4/2019,Shopping Center Interlagos,Mochila Liso,2,R$ 276.00,R$ 552.00
65686,12/4/2019,Shopping Center Interlagos,Calça,4,R$ 170.00,R$ 680.00
65688,12/4/2019,Shopping Vila Velha,Pulseira Estampa,3,R$ 87.00,R$ 261.00
65688,12/4/2019,Shopping Vila Velha,Gorro Liso,1,R$ 92.00,R$ 92.00
65692,12/4/2019,Shopping Ibirapuera,Sapato,2,R$ 350.00,R$ 700.00
65693,12/4/2019,Shopping Ibirapuera,Terno Linho,1,R$ 750.00,R$ 750.00
65693,12/4/2019,Shopping Ibirapuera,Mochila Estampa,3,R$ 277.00,R$ 831.00
65694,12/4/2019,Shopping Recife,Meia Xadrez,1,R$ 41.00,R$ 41.00
65695,12/4/2019,Rio Mar Recife,Pulseira Listrado,3,R$ 79.00,R$ 237.00
65696,12/4/2019,Novo Shopping Ribeirão Preto,Polo Liso,3,R$ 137.00,R$ 411.00
65697,12/4/2019,Palladium Shopping Curitiba,Cueca Linho,1,R$ 93.00,R$ 93.00
65697,12/4/2019,Palladium Shopping Curitiba,Relógio Estampa,4,R$ 219.00,R$ 876.00
65697,12/4/2019,Palladium Shopping Curitiba,Calça,2,R$ 170.00,R$ 340.00
65698,12/4/2019,Shopping Eldorado,Pulseira,1,R$ 70.00,R$ 70.00
65698,12/4/2019,Shopping Eldorado,Relógio Estampa,2,R$ 219.00,R$ 438.00
65700,12/4/2019,Rio Mar Recife,Calça Xadrez,4,R$ 185.00,R$ 740.00
65701,12/4/2019,Shopping Morumbi,Tênis Estampa,1,R$ 256.00,R$ 256.00
65701,12/4/2019,Shopping Morumbi,Camiseta Xadrez,3,R$ 200.00,R$ 600.00
65702,12/4/2019,Center Shopping Uberlândia,Meia,2,R$ 30.00,R$ 60.00
65702,12/4/2019,Center Shopping Uberlândia,Short Xadrez,3,R$ 100.00,R$ 300.00
65703,12/4/2019,Shopping Eldorado,Calça,2,R$ 170.00,R$ 340.00
65704,12/4/2019,Rio Mar Recife,Gorro,2,R$ 80.00,R$ 160.00
65704,12/4/2019,Rio Mar Recife,Short,1,R$ 90.00,R$ 90.00
65705,12/4/2019,Rio Mar Recife,Short Listrado,1,R$ 102.00,R$ 102.00
65706,12/4/2019,Shopping Iguatemi Fortaleza,Cueca Listrado,2,R$ 67.00,R$ 134.00
65707,12/4/2019,Iguatemi Esplanada,Sunga Liso,1,R$ 114.00,R$ 114.00
65707,12/4/2019,Iguatemi Esplanada,Mochila Liso,1,R$ 276.00,R$ 276.00
65707,12/4/2019,Iguatemi Esplanada,Bermuda,1,R$ 150.00,R$ 150.00
65708,12/4/2019,Shopping Eldorado,Calça Linho,5,R$ 211.00,"R$ 1,055.00"
65708,12/4/2019,Shopping Eldorado,Mochila Xadrez,1,R$ 283.00,R$ 283.00
65709,12/4/2019,Norte Shopping,Camisa Gola V Estampa,4,R$ 118.00,R$ 472.00
65710,12/4/2019,Shopping Midway Mall,Pulseira Xadrez,2,R$ 87.00,R$ 174.00
65710,12/4/2019,Shopping Midway Mall,Sapato,2,R$ 350.00,R$ 700.00
65711,12/4/2019,Passei das Águas Shopping,Calça Linho,5,R$ 211.00,"R$ 1,055.00"
65711,12/4/2019,Passei das Águas Shopping,Tênis Linho,2,R$ 294.00,R$ 588.00
65714,12/4/2019,Iguatemi Esplanada,Cinto Liso,2,R$ 209.00,R$ 418.00
65714,12/4/2019,Iguatemi Esplanada,Camisa Liso,2,R$ 105.00,R$ 210.00
65717,12/4/2019,Shopping Eldorado,Sapato Xadrez,2,R$ 368.00,R$ 736.00
65717,12/4/2019,Shopping Eldorado,Pulseira Xadrez,4,R$ 87.00,R$ 348.00
65717,12/4/2019,Shopping Eldorado,Chinelo,4,R$ 60.00,R$ 240.00
65718,12/4/2019,Shopping Eldorado,Cinto Listrado,1,R$ 214.00,R$ 214.00
65719,12/4/2019,Shopping Center Leste Aricanduva,Camisa,4,R$ 100.00,R$ 400.00
65720,12/4/2019,Bourbon Shopping SP,Terno,4,R$ 700.00,"R$ 2,800.00"
65720,12/4/2019,Bourbon Shopping SP,Cinto Liso,1,R$ 209.00,R$ 209.00
65720,12/4/2019,Bourbon Shopping SP,Terno Liso,1,R$ 720.00,R$ 720.00
65720,12/4/2019,Bourbon Shopping SP,Casaco,2,R$ 250.00,R$ 500.00
65722,12/4/2019,Shopping Center Interlagos,Short Estampa,1,R$ 96.00,R$ 96.00
65722,12/4/2019,Shopping Center Interlagos,Short Estampa,2,R$ 96.00,R$ 192.00
65722,12/4/2019,Shopping Center Interlagos,Camisa Gola V,2,R$ 100.00,R$ 200.00
65723,12/4/2019,Shopping Ibirapuera,Camisa Gola V Listrado,5,R$ 116.00,R$ 580.00
65724,12/4/2019,Shopping União de Osasco,Chinelo Listrado,1,R$ 73.00,R$ 73.00
65724,12/4/2019,Shopping União de Osasco,Chinelo,2,R$ 60.00,R$ 120.00
65724,12/4/2019,Shopping União de Osasco,Terno Estampa,1,R$ 706.00,R$ 706.00
65725,12/4/2019,Shopping Vila Velha,Terno,3,R$ 700.00,"R$ 2,100.00"
65725,12/4/2019,Shopping Vila Velha,Pulseira Xadrez,1,R$ 87.00,R$ 87.00
65725,12/4/2019,Shopping Vila Velha,Camiseta,1,R$ 180.00,R$ 180.00
65727,12/4/2019,Ribeirão Shopping,Pulseira Estampa,3,R$ 87.00,R$ 261.00
65727,12/4/2019,Ribeirão Shopping,Tênis Xadrez,2,R$ 259.00,R$ 518.00
65728,12/4/2019,Ribeirão Shopping,Cueca Listrado,1,R$ 67.00,R$ 67.00
65729,12/4/2019,Iguatemi Campinas,Sapato Liso,3,R$ 368.00,"R$ 1,104.00"
65729,12/4/2019,Iguatemi Campinas,Relógio Listrado,2,R$ 218.00,R$ 436.00
65729,12/4/2019,Iguatemi Campinas,Meia Liso,1,R$ 38.00,R$ 38.00
65730,12/4/2019,Parque Dom Pedro Shopping,Mochila Liso,3,R$ 276.00,R$ 828.00
65731,12/4/2019,Shopping Midway Mall,Sunga Linho,4,R$ 149.00,R$ 596.00
65731,12/4/2019,Shopping Midway Mall,Gorro Listrado,2,R$ 97.00,R$ 194.00
65732,12/4/2019,Shopping Ibirapuera,Polo Linho,2,R$ 176.00,R$ 352.00
65732,12/4/2019,Shopping Ibirapuera,Tênis Liso,1,R$ 266.00,R$ 266.00
65735,12/4/2019,Bourbon Shopping SP,Bermuda Estampa,2,R$ 169.00,R$ 338.00
65735,12/4/2019,Bourbon Shopping SP,Cueca Linho,1,R$ 93.00,R$ 93.00
65736,12/4/2019,Shopping Eldorado,Terno Linho,1,R$ 750.00,R$ 750.00
65737,12/4/2019,Shopping Eldorado,Cueca Liso,3,R$ 69.00,R$ 207.00
65738,12/4/2019,Shopping Recife,Sunga Xadrez,2,R$ 116.00,R$ 232.00
65739,12/4/2019,Norte Shopping,Mochila,2,R$ 270.00,R$ 540.00
65739,12/4/2019,Norte Shopping,Camiseta Liso,2,R$ 187.00,R$ 374.00
65739,12/4/2019,Norte Shopping,Calça Listrado,2,R$ 181.00,R$ 362.00
65740,12/4/2019,Iguatemi Esplanada,Camisa Listrado,2,R$ 108.00,R$ 216.00
65742,12/4/2019,Passei das Águas Shopping,Bermuda Estampa,5,R$ 169.00,R$ 845.00
65742,12/4/2019,Passei das Águas Shopping,Calça Linho,4,R$ 211.00,R$ 844.00
65742,12/4/2019,Passei das Águas Shopping,Pulseira Xadrez,1,R$ 87.00,R$ 87.00
65743,12/4/2019,Iguatemi Campinas,Gorro Estampa,1,R$ 93.00,R$ 93.00
65743,12/4/2019,Iguatemi Campinas,Camiseta Linho,1,R$ 223.00,R$ 223.00
65743,12/4/2019,Iguatemi Campinas,Casaco,1,R$ 250.00,R$ 250.00
65743,12/4/2019,Iguatemi Campinas,Camiseta Listrado,4,R$ 197.00,R$ 788.00
65744,12/4/2019,Shopping Morumbi,Calça Liso,1,R$ 190.00,R$ 190.00
65744,12/4/2019,Shopping Morumbi,Chinelo Xadrez,1,R$ 66.00,R$ 66.00
65745,12/4/2019,Passei das Águas Shopping,Camiseta Estampa,1,R$ 196.00,R$ 196.00
65745,12/4/2019,Passei das Águas Shopping,Cinto,1,R$ 200.00,R$ 200.00
65746,12/4/2019,Passei das Águas Shopping,Camisa Listrado,1,R$ 108.00,R$ 108.00
65746,12/4/2019,Passei das Águas Shopping,Mochila Listrado,1,R$ 275.00,R$ 275.00
65747,12/4/2019,Iguatemi Esplanada,Polo Listrado,3,R$ 149.00,R$ 447.00
65747,12/4/2019,Iguatemi Esplanada,Chinelo Liso,5,R$ 71.00,R$ 355.00
65747,12/4/2019,Iguatemi Esplanada,Tênis,1,R$ 250.00,R$ 250.00
65747,12/4/2019,Iguatemi Esplanada,Bermuda Liso,5,R$ 157.00,R$ 785.00
65747,12/4/2019,Iguatemi Esplanada,Relógio Listrado,3,R$ 218.00,R$ 654.00
65748,12/4/2019,Shopping Center Interlagos,Cinto Linho,3,R$ 248.00,R$ 744.00
65749,12/4/2019,Iguatemi Esplanada,Gorro Listrado,1,R$ 97.00,R$ 97.00
65749,12/4/2019,Iguatemi Esplanada,Cueca Estampa,1,R$ 66.00,R$ 66.00
65749,12/4/2019,Iguatemi Esplanada,Meia Listrado,5,R$ 37.00,R$ 185.00
65750,12/4/2019,Iguatemi Campinas,Tênis,2,R$ 250.00,R$ 500.00
65750,12/4/2019,Iguatemi Campinas,Sapato Xadrez,3,R$ 368.00,"R$ 1,104.00"
65750,12/4/2019,Iguatemi Campinas,Bermuda,4,R$ 150.00,R$ 600.00
65751,12/4/2019,Shopping Midway Mall,Chinelo Xadrez,1,R$ 66.00,R$ 66.00
65752,12/4/2019,Passei das Águas Shopping,Mochila Listrado,1,R$ 275.00,R$ 275.00
65752,12/4/2019,Passei das Águas Shopping,Gorro Linho,2,R$ 124.00,R$ 248.00
65753,12/4/2019,Rio Mar Shopping Fortaleza,Terno,2,R$ 700.00,"R$ 1,400.00"
65753,12/4/2019,Rio Mar Shopping Fortaleza,Gorro Xadrez,1,R$ 85.00,R$ 85.00
65754,12/4/2019,Shopping União de Osasco,Cueca,2,R$ 50.00,R$ 100.00
65755,12/4/2019,Ribeirão Shopping,Polo Xadrez,2,R$ 142.00,R$ 284.00
65756,12/4/2019,Novo Shopping Ribeirão Preto,Terno Liso,2,R$ 720.00,"R$ 1,440.00"
65757,12/4/2019,Shopping Center Interlagos,Camiseta Liso,4,R$ 187.00,R$ 748.00
65757,12/4/2019,Shopping Center Interlagos,Bermuda Estampa,4,R$ 169.00,R$ 676.00
65757,12/4/2019,Shopping Center Interlagos,Casaco Listrado,3,R$ 269.00,R$ 807.00
65758,12/4/2019,Shopping Iguatemi Fortaleza,Relógio Linho,2,R$ 240.00,R$ 480.00
65758,12/4/2019,Shopping Iguatemi Fortaleza,Sunga Estampa,2,R$ 120.00,R$ 240.00
65758,12/4/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Xadrez,2,R$ 107.00,R$ 214.00
65758,12/4/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Liso,2,R$ 118.00,R$ 236.00
65759,12/4/2019,Shopping Ibirapuera,Sunga Estampa,4,R$ 120.00,R$ 480.00
65759,12/4/2019,Shopping Ibirapuera,Sapato,4,R$ 350.00,"R$ 1,400.00"
65760,12/4/2019,Shopping União de Osasco,Tênis Linho,5,R$ 294.00,"R$ 1,470.00"
65760,12/4/2019,Shopping União de Osasco,Calça Linho,2,R$ 211.00,R$ 422.00
65761,12/4/2019,Shopping União de Osasco,Meia Linho,1,R$ 78.00,R$ 78.00
65762,12/4/2019,Center Shopping Uberlândia,Tênis Linho,2,R$ 294.00,R$ 588.00
65762,12/4/2019,Center Shopping Uberlândia,Camisa Xadrez,1,R$ 105.00,R$ 105.00
65763,12/4/2019,Salvador Shopping,Gorro Liso,1,R$ 92.00,R$ 92.00
65764,12/4/2019,Shopping Center Leste Aricanduva,Sunga Xadrez,2,R$ 116.00,R$ 232.00
65764,12/4/2019,Shopping Center Leste Aricanduva,Bermuda Listrado,3,R$ 163.00,R$ 489.00
65764,12/4/2019,Shopping Center Leste Aricanduva,Camisa Gola V Linho,4,R$ 145.00,R$ 580.00
65764,12/4/2019,Shopping Center Leste Aricanduva,Short Liso,5,R$ 108.00,R$ 540.00
65765,12/4/2019,Shopping Iguatemi Fortaleza,Camiseta Listrado,1,R$ 197.00,R$ 197.00
65765,12/4/2019,Shopping Iguatemi Fortaleza,Cinto,4,R$ 200.00,R$ 800.00
65766,12/4/2019,Iguatemi Campinas,Meia Xadrez,1,R$ 41.00,R$ 41.00
65766,12/4/2019,Iguatemi Campinas,Camiseta Estampa,1,R$ 196.00,R$ 196.00
65766,12/4/2019,Iguatemi Campinas,Short Liso,2,R$ 108.00,R$ 216.00
65766,12/4/2019,Iguatemi Campinas,Relógio Liso,2,R$ 216.00,R$ 432.00
65766,12/4/2019,Iguatemi Campinas,Casaco,1,R$ 250.00,R$ 250.00
65766,12/4/2019,Iguatemi Campinas,Gorro Liso,1,R$ 92.00,R$ 92.00
65767,12/4/2019,Salvador Shopping,Terno,1,R$ 700.00,R$ 700.00
65767,12/4/2019,Salvador Shopping,Pulseira,3,R$ 70.00,R$ 210.00
65767,12/4/2019,Salvador Shopping,Sunga Xadrez,2,R$ 116.00,R$ 232.00
65768,12/4/2019,Passei das Águas Shopping,Gorro Estampa,2,R$ 93.00,R$ 186.00
65768,12/4/2019,Passei das Águas Shopping,Polo,4,R$ 130.00,R$ 520.00
65769,12/4/2019,Iguatemi Campinas,Mochila,4,R$ 270.00,"R$ 1,080.00"
65769,12/4/2019,Iguatemi Campinas,Sunga Linho,5,R$ 149.00,R$ 745.00
65770,12/4/2019,Rio Mar Shopping Fortaleza,Mochila Xadrez,2,R$ 283.00,R$ 566.00
65770,12/4/2019,Rio Mar Shopping Fortaleza,Calça Listrado,1,R$ 181.00,R$ 181.00
65770,12/4/2019,Rio Mar Shopping Fortaleza,Sapato Listrado,2,R$ 363.00,R$ 726.00
65771,12/4/2019,Shopping Center Leste Aricanduva,Tênis Xadrez,2,R$ 259.00,R$ 518.00
65771,12/4/2019,Shopping Center Leste Aricanduva,Bermuda Xadrez,1,R$ 155.00,R$ 155.00
65771,12/4/2019,Shopping Center Leste Aricanduva,Terno Estampa,1,R$ 706.00,R$ 706.00
65772,12/4/2019,Rio Mar Shopping Fortaleza,Relógio Listrado,2,R$ 218.00,R$ 436.00
65773,12/4/2019,Shopping União de Osasco,Terno Listrado,1,R$ 709.00,R$ 709.00
65774,12/4/2019,Ribeirão Shopping,Casaco Listrado,1,R$ 269.00,R$ 269.00
65774,12/4/2019,Ribeirão Shopping,Cinto Xadrez,1,R$ 215.00,R$ 215.00
65775,12/4/2019,Shopping Midway Mall,Camiseta Liso,1,R$ 187.00,R$ 187.00
65775,12/4/2019,Shopping Midway Mall,Sapato Liso,1,R$ 368.00,R$ 368.00
65775,12/4/2019,Shopping Midway Mall,Polo Linho,2,R$ 176.00,R$ 352.00
65776,12/4/2019,Salvador Shopping,Short,3,R$ 90.00,R$ 270.00
65777,12/4/2019,Shopping Iguatemi Fortaleza,Cueca,1,R$ 50.00,R$ 50.00
65778,12/4/2019,Iguatemi Campinas,Camisa Gola V Estampa,1,R$ 118.00,R$ 118.00
65782,12/4/2019,Salvador Shopping,Cinto Xadrez,1,R$ 215.00,R$ 215.00
65782,12/4/2019,Salvador Shopping,Mochila Estampa,4,R$ 277.00,"R$ 1,108.00"
65783,12/4/2019,Salvador Shopping,Sapato Estampa,2,R$ 358.00,R$ 716.00
65783,12/4/2019,Salvador Shopping,Tênis Linho,2,R$ 294.00,R$ 588.00
65784,12/5/2019,Bourbon Shopping SP,Camiseta Linho,2,R$ 223.00,R$ 446.00
65784,12/5/2019,Bourbon Shopping SP,Meia Listrado,1,R$ 37.00,R$ 37.00
65785,12/5/2019,Shopping Recife,Chinelo Estampa,2,R$ 74.00,R$ 148.00
65785,12/5/2019,Shopping Recife,Tênis Xadrez,1,R$ 259.00,R$ 259.00
65786,12/5/2019,Iguatemi Campinas,Casaco Xadrez,5,R$ 259.00,"R$ 1,295.00"
65786,12/5/2019,Iguatemi Campinas,Cueca Xadrez,5,R$ 60.00,R$ 300.00
65788,12/5/2019,Shopping União de Osasco,Mochila Liso,3,R$ 276.00,R$ 828.00
65788,12/5/2019,Shopping União de Osasco,Camisa Gola V Listrado,3,R$ 116.00,R$ 348.00
65788,12/5/2019,Shopping União de Osasco,Camisa Listrado,1,R$ 108.00,R$ 108.00
65790,12/5/2019,Shopping SP Market,Camisa Linho,2,R$ 141.00,R$ 282.00
65790,12/5/2019,Shopping SP Market,Short Estampa,2,R$ 96.00,R$ 192.00
65791,12/5/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Linho,2,R$ 145.00,R$ 290.00
65793,12/5/2019,Shopping União de Osasco,Sapato Xadrez,5,R$ 368.00,"R$ 1,840.00"
65793,12/5/2019,Shopping União de Osasco,Meia Liso,5,R$ 38.00,R$ 190.00
65793,12/5/2019,Shopping União de Osasco,Camisa Linho,1,R$ 141.00,R$ 141.00
65793,12/5/2019,Shopping União de Osasco,Tênis Linho,4,R$ 294.00,"R$ 1,176.00"
65793,12/5/2019,Shopping União de Osasco,Calça,1,R$ 170.00,R$ 170.00
65793,12/5/2019,Shopping União de Osasco,Terno Liso,4,R$ 720.00,"R$ 2,880.00"
65794,12/5/2019,Rio Mar Shopping Fortaleza,Bermuda Linho,5,R$ 195.00,R$ 975.00
65794,12/5/2019,Rio Mar Shopping Fortaleza,Camisa,2,R$ 100.00,R$ 200.00
65795,12/5/2019,Shopping Eldorado,Meia Xadrez,4,R$ 41.00,R$ 164.00
65795,12/5/2019,Shopping Eldorado,Camiseta Linho,1,R$ 223.00,R$ 223.00
65798,12/5/2019,Shopping SP Market,Camiseta Xadrez,1,R$ 200.00,R$ 200.00
65798,12/5/2019,Shopping SP Market,Mochila Estampa,5,R$ 277.00,"R$ 1,385.00"
65800,12/5/2019,Shopping Ibirapuera,Camisa Linho,1,R$ 141.00,R$ 141.00
65801,12/5/2019,Shopping Center Leste Aricanduva,Casaco Liso,2,R$ 255.00,R$ 510.00
65802,12/5/2019,Iguatemi Esplanada,Tênis Linho,1,R$ 294.00,R$ 294.00
65803,12/5/2019,Norte Shopping,Camiseta Linho,1,R$ 223.00,R$ 223.00
65803,12/5/2019,Norte Shopping,Cueca Estampa,1,R$ 66.00,R$ 66.00
65804,12/5/2019,Iguatemi Esplanada,Gorro Listrado,2,R$ 97.00,R$ 194.00
65805,12/5/2019,Passei das Águas Shopping,Tênis Linho,5,R$ 294.00,"R$ 1,470.00"
65806,12/5/2019,Shopping Midway Mall,Bermuda,1,R$ 150.00,R$ 150.00
65806,12/5/2019,Shopping Midway Mall,Camisa Liso,4,R$ 105.00,R$ 420.00
65806,12/5/2019,Shopping Midway Mall,Short Liso,1,R$ 108.00,R$ 108.00
65806,12/5/2019,Shopping Midway Mall,Cueca Listrado,3,R$ 67.00,R$ 201.00
65808,12/5/2019,Parque Dom Pedro Shopping,Camiseta Estampa,1,R$ 196.00,R$ 196.00
65808,12/5/2019,Parque Dom Pedro Shopping,Chinelo Estampa,2,R$ 74.00,R$ 148.00
65808,12/5/2019,Parque Dom Pedro Shopping,Cinto Listrado,1,R$ 214.00,R$ 214.00
65809,12/5/2019,Shopping Eldorado,Camisa,4,R$ 100.00,R$ 400.00
65809,12/5/2019,Shopping Eldorado,Camisa Linho,1,R$ 141.00,R$ 141.00
65809,12/5/2019,Shopping Eldorado,Calça,4,R$ 170.00,R$ 680.00
65809,12/5/2019,Shopping Eldorado,Cinto Estampa,1,R$ 209.00,R$ 209.00
65809,12/5/2019,Shopping Eldorado,Short Xadrez,3,R$ 100.00,R$ 300.00
65810,12/5/2019,Center Shopping Uberlândia,Casaco Linho,2,R$ 299.00,R$ 598.00
65810,12/5/2019,Center Shopping Uberlândia,Short Xadrez,4,R$ 100.00,R$ 400.00
65810,12/5/2019,Center Shopping Uberlândia,Chinelo,1,R$ 60.00,R$ 60.00
65811,12/5/2019,Shopping Iguatemi Fortaleza,Camiseta Estampa,1,R$ 196.00,R$ 196.00
65811,12/5/2019,Shopping Iguatemi Fortaleza,Casaco Linho,3,R$ 299.00,R$ 897.00
65813,12/5/2019,Bourbon Shopping SP,Camisa Xadrez,3,R$ 105.00,R$ 315.00
65813,12/5/2019,Bourbon Shopping SP,Mochila,2,R$ 270.00,R$ 540.00
65813,12/5/2019,Bourbon Shopping SP,Relógio,1,R$ 200.00,R$ 200.00
